window,packet_rate,byte_rate,connection_count,avg_syn_flags,avg_duration,Label_num,packet_rate_lag1,byte_rate_lag1,packet_rate_lag2,byte_rate_lag2,packet_rate_lag3,byte_rate_lag3
2017-07-04 10:06:00,92450.0,4850000.0,3120,0.285,2850000.0,2,85679.88051302475,3703090.149952892,42310.78991764351,619328.5857786749,62084.35776066388,1028296.0724852654
2017-07-04 10:07:00,74065.0322589752,775191.160737967,794,0.1397984886649874,11237015.132241812,3,92450.0,4850000.0,85679.88051302475,3703090.149952892,42310.78991764351,619328.5857786749
2017-07-04 10:08:00,67034.56674552923,807248.6506673439,924,0.1179653679653679,12358234.167748917,3,74065.0322589752,775191.160737967,92450.0,4850000.0,85679.88051302475,3703090.149952892
2017-07-04 10:09:00,66963.11661650497,818358.4698263933,1066,0.1266416510318949,10924708.295497186,3,67034.56674552923,807248.6506673439,74065.0322589752,775191.160737967,92450.0,4850000.0
2017-07-04 10:10:00,35223.05485688285,767608.3823212595,3222,0.0518311607697082,12921610.372749845,3,66963.11661650497,818358.4698263933,67034.56674552923,807248.6506673439,74065.0322589752,775191.160737967
2017-07-04 10:11:00,71789.6093747729,909615.7457816644,804,0.1281094527363184,8665525.65920398,3,35223.05485688285,767608.3823212595,66963.11661650497,818358.4698263933,67034.56674552923,807248.6506673439
2017-07-04 10:12:00,150535.44161983387,906208.5067973884,635,0.215748031496063,6636618.48976378,3,71789.6093747729,909615.7457816644,35223.05485688285,767608.3823212595,66963.11661650497,818358.4698263933
2017-07-04 10:13:00,87670.47027085217,811939.1546476977,1053,0.1396011396011396,11222649.166191831,3,150535.44161983387,906208.5067973884,71789.6093747729,909615.7457816644,35223.05485688285,767608.3823212595
2017-07-04 10:14:00,40037.316966921615,927789.4886387103,1318,0.0781487101669195,14066917.966616085,3,87670.47027085217,811939.1546476977,150535.44161983387,906208.5067973884,71789.6093747729,909615.7457816644
2017-07-04 10:15:00,45723.19897106302,507374.06483028905,1469,0.0612661674608577,18624808.24438393,3,40037.316966921615,927789.4886387103,87670.47027085217,811939.1546476977,150535.44161983387,906208.5067973884
2017-07-04 10:16:00,95451.45288827718,1445513.8641165972,815,0.1815950920245398,6403439.095705521,3,45723.19897106302,507374.06483028905,40037.316966921615,927789.4886387103,87670.47027085217,811939.1546476977
2017-07-04 10:17:00,96552.72048256257,831148.9283348914,1246,0.1444622792937399,7250502.886035313,3,95451.45288827718,1445513.8641165972,45723.19897106302,507374.06483028905,40037.316966921615,927789.4886387103
2017-07-04 10:18:00,74207.91336544736,1069352.8226804282,428,0.2406542056074766,6905889.453271028,3,96552.72048256257,831148.9283348914,95451.45288827718,1445513.8641165972,45723.19897106302,507374.06483028905
2017-07-04 10:19:00,67000.68325196621,1355151.3170274275,931,0.1095596133190118,11869596.561761549,3,74207.91336544736,1069352.8226804282,96552.72048256257,831148.9283348914,95451.45288827718,1445513.8641165972
2017-07-04 10:20:00,68968.13542488594,850605.4298589196,370,0.1243243243243243,7876537.202702703,3,67000.68325196621,1355151.3170274275,74207.91336544736,1069352.8226804282,96552.72048256257,831148.9283348914
2017-07-04 10:30:00,24500.0,8950000.0,180,0.009,58200000.0,0,68968.13542488594,850605.4298589196,67000.68325196621,1355151.3170274275,74207.91336544736,1069352.8226804282
2017-07-05 10:57:00,166045.00403520756,159788.39766293095,16055,0.0039240112114606,60283128.54188726,2,24500.0,8950000.0,68968.13542488594,850605.4298589196,67000.68325196621,1355151.3170274275
2017-07-05 10:58:00,159633.00718319582,128313.900285194,14247,0.0105285323225942,59795842.0430968,2,166045.00403520756,159788.39766293095,24500.0,8950000.0,68968.13542488594,850605.4298589196
2017-07-05 10:59:00,247905.83058738933,112029.8977151296,12934,0.0109788155249729,18562206.870882943,2,159633.00718319582,128313.900285194,166045.00403520756,159788.39766293095,24500.0,8950000.0
2017-07-05 11:00:00,187710.5870678159,176132.56639572515,10708,0.0099925289503175,1096035.200691072,2,247905.83058738933,112029.8977151296,159633.00718319582,128313.900285194,166045.00403520756,159788.39766293095
2017-07-05 11:01:00,58664.08579655516,1384618.0325093288,1614,0.0563816604708798,12981925.073110284,2,187710.5870678159,176132.56639572515,247905.83058738933,112029.8977151296,159633.00718319582,128313.900285194
2017-07-05 11:06:00,32911.79031246295,789125.3591437426,274,0.0620437956204379,9713868.981751826,2,58664.08579655516,1384618.0325093288,187710.5870678159,176132.56639572515,247905.83058738933,112029.8977151296
2017-07-05 11:07:00,53056.43103376837,1251710.350461438,1743,0.0304073436603557,17556440.020654045,2,32911.79031246295,789125.3591437426,58664.08579655516,1384618.0325093288,187710.5870678159,176132.56639572515
2017-07-05 11:10:00,18453.259508468385,209058.918224614,1320,0.028030303030303,17254455.854545455,2,53056.43103376837,1251710.350461438,32911.79031246295,789125.3591437426,58664.08579655516,1384618.0325093288
2017-07-05 11:11:00,45260.57048698818,921361.4504584108,2968,0.0309973045822102,17234653.374326147,2,18453.259508468385,209058.918224614,53056.43103376837,1251710.350461438,32911.79031246295,789125.3591437426
2017-07-05 11:12:00,15004.747499329422,258241.6245903414,3088,0.0103626943005181,29511409.414507773,2,45260.57048698818,921361.4504584108,18453.259508468385,209058.918224614,53056.43103376837,1251710.350461438
2017-07-05 11:13:00,25333.48102961764,776067.3392471491,2717,0.0382775119617224,17952135.602870815,2,15004.747499329422,258241.6245903414,45260.57048698818,921361.4504584108,18453.259508468385,209058.918224614
2017-07-05 11:14:00,47295.16823822408,1086860.8911439632,1486,0.0417227456258411,12608076.421265142,2,25333.48102961764,776067.3392471491,15004.747499329422,258241.6245903414,45260.57048698818,921361.4504584108
2017-07-05 11:16:00,110307.1463944343,5767119.286059169,253,0.075098814229249,4719082.553359684,0,47295.16823822408,1086860.8911439632,25333.48102961764,776067.3392471491,15004.747499329422,258241.6245903414
2017-07-05 11:17:00,27567.30655531875,613322.8127688337,2237,0.0272686633884666,15290486.21099687,2,110307.1463944343,5767119.286059169,47295.16823822408,1086860.8911439632,25333.48102961764,776067.3392471491
2017-07-05 11:18:00,48500.0,980000.0,2240,0.054,450000.0,0,27567.30655531875,613322.8127688337,110307.1463944343,5767119.286059169,47295.16823822408,1086860.8911439632
2017-07-05 11:19:00,30739.960268057435,553801.117204406,1581,0.0265654648956356,10975291.695762176,2,48500.0,980000.0,27567.30655531875,613322.8127688337,110307.1463944343,5767119.286059169
2017-07-05 11:20:00,118006.05214760064,884987.9553619145,275,0.1345454545454545,5779940.323636363,0,30739.960268057435,553801.117204406,48500.0,980000.0,27567.30655531875,613322.8127688337
2017-07-05 11:21:00,40257.001094710846,627534.2941020796,1763,0.0351673284174702,12408278.629608622,0,118006.05214760064,884987.9553619145,30739.960268057435,553801.117204406,48500.0,980000.0
2017-07-05 11:22:00,77531.19452699044,1933924.9346947384,965,0.077720207253886,7947197.227979274,0,40257.001094710846,627534.2941020796,118006.05214760064,884987.9553619145,30739.960268057435,553801.117204406
2017-07-05 11:23:00,30952.73296616163,1267975.3643930631,841,0.0463733650416171,5905674.90725327,0,77531.19452699044,1933924.9346947384,40257.001094710846,627534.2941020796,118006.05214760064,884987.9553619145
2017-07-05 11:24:00,177919.4783659679,2311979.041842575,343,0.2478134110787172,8326839.119533528,0,30952.73296616163,1267975.3643930631,77531.19452699044,1933924.9346947384,40257.001094710846,627534.2941020796
2017-07-05 11:25:00,154449.12375204306,15920553.772439176,201,0.1243781094527363,9085551.119402984,0,177919.4783659679,2311979.041842575,30952.73296616163,1267975.3643930631,77531.19452699044,1933924.9346947384
2017-07-05 11:26:00,126961.47332830694,3028392.943737414,153,0.1699346405228758,8671855.751633987,0,154449.12375204306,15920553.772439176,177919.4783659679,2311979.041842575,30952.73296616163,1267975.3643930631
2017-07-05 11:27:00,32760.098841941814,1470117.2558154217,1361,0.0227773695811903,17055566.750183687,0,126961.47332830694,3028392.943737414,154449.12375204306,15920553.772439176,177919.4783659679,2311979.041842575
2017-07-05 11:28:00,56334.32065910802,1225210.9420688138,1131,0.0380194518125552,12787713.99204244,0,32760.098841941814,1470117.2558154217,126961.47332830694,3028392.943737414,154449.12375204306,15920553.772439176
2017-07-05 11:29:00,143152.58032917813,3804651.5787944314,308,0.1461038961038961,3099238.4707792206,0,56334.32065910802,1225210.9420688138,32760.098841941814,1470117.2558154217,126961.47332830694,3028392.943737414
2017-07-05 11:30:00,90827.41065064918,1246312.7418679402,361,0.1108033240997229,14877345.52631579,0,143152.58032917813,3804651.5787944314,56334.32065910802,1225210.9420688138,32760.098841941814,1470117.2558154217
2017-07-05 11:31:00,43593.044573561085,1324400.3888336446,725,0.0551724137931034,11478236.382068966,0,90827.41065064918,1246312.7418679402,143152.58032917813,3804651.5787944314,56334.32065910802,1225210.9420688138
2017-07-05 11:32:00,164784.0571274596,6008888.66115048,89,0.1011235955056179,8181320.752808989,0,43593.044573561085,1324400.3888336446,90827.41065064918,1246312.7418679402,143152.58032917813,3804651.5787944314
2017-07-05 11:33:00,106811.98060500054,7596314.83236937,168,0.1666666666666666,6534935.976190476,0,164784.0571274596,6008888.66115048,43593.044573561085,1324400.3888336446,90827.41065064918,1246312.7418679402
2017-07-05 11:34:00,97698.717525835,13466322.539978724,208,0.048076923076923,5505171.216346154,0,106811.98060500054,7596314.83236937,164784.0571274596,6008888.66115048,43593.044573561085,1324400.3888336446
2017-07-05 11:35:00,24761.09325019573,995813.6202980248,1672,0.0161483253588516,16127109.958133971,0,97698.717525835,13466322.539978724,106811.98060500054,7596314.83236937,164784.0571274596,6008888.66115048
2017-07-05 11:36:00,43143.347521365664,1535215.5318775857,906,0.0231788079470198,12095761.388520973,0,24761.09325019573,995813.6202980248,97698.717525835,13466322.539978724,106811.98060500054,7596314.83236937
2017-07-05 11:37:00,105206.83505587418,5071780.113915782,237,0.1687763713080168,7762652.362869198,0,43143.347521365664,1535215.5318775857,24761.09325019573,995813.6202980248,97698.717525835,13466322.539978724
2017-07-05 11:38:00,64759.14355911929,3005336.4504722785,549,0.081967213114754,9514059.25136612,0,105206.83505587418,5071780.113915782,43143.347521365664,1535215.5318775857,24761.09325019573,995813.6202980248
2017-07-05 11:39:00,55991.80250585149,5716714.187059798,481,0.0478170478170478,20688765.13721413,0,64759.14355911929,3005336.4504722785,105206.83505587418,5071780.113915782,43143.347521365664,1535215.5318775857
2017-07-05 11:40:00,34369.24753174277,1026393.5029356796,784,0.0433673469387755,16714664.49617347,0,55991.80250585149,5716714.187059798,64759.14355911929,3005336.4504722785,105206.83505587418,5071780.113915782
2017-07-05 11:41:00,117282.09786145862,2534175.1002053665,400,0.105,12542799.3325,0,34369.24753174277,1026393.5029356796,55991.80250585149,5716714.187059798,64759.14355911929,3005336.4504722785
2017-07-05 11:42:00,59741.67023153917,3387469.1494906656,934,0.0631691648822269,12727175.30299786,0,117282.09786145862,2534175.1002053665,34369.24753174277,1026393.5029356796,55991.80250585149,5716714.187059798
2017-07-05 11:43:00,50929.632323246886,1128230.292435219,1162,0.0438898450946643,6195153.122203098,0,59741.67023153917,3387469.1494906656,117282.09786145862,2534175.1002053665,34369.24753174277,1026393.5029356796
2017-07-05 11:44:00,87803.90332457356,1221324.6069471226,1221,0.0524160524160524,13057266.655200657,0,50929.632323246886,1128230.292435219,59741.67023153917,3387469.1494906656,117282.09786145862,2534175.1002053665
2017-07-05 11:45:00,56983.76274079313,3094887.0664300774,1277,0.0540328895849647,11704692.17697729,0,87803.90332457356,1221324.6069471226,50929.632323246886,1128230.292435219,59741.67023153917,3387469.1494906656
2017-07-05 11:46:00,154716.1192263149,1768443.5442271612,422,0.1492890995260663,5182332.758293839,0,56983.76274079313,3094887.0664300774,87803.90332457356,1221324.6069471226,50929.632323246886,1128230.292435219
2017-07-05 11:47:00,125047.93207666864,1821511.8247190083,447,0.1275167785234899,8520215.993288592,0,154716.1192263149,1768443.5442271612,56983.76274079313,3094887.0664300774,87803.90332457356,1221324.6069471226
2017-07-05 11:48:00,29887.59349295079,1213169.4731431194,1501,0.0273151232511658,16979639.28314457,0,125047.93207666864,1821511.8247190083,154716.1192263149,1768443.5442271612,56983.76274079313,3094887.0664300774
2017-07-05 11:49:00,29124.315219549728,1296849.6595374553,2427,0.0135970333745364,11555683.859909354,0,29887.59349295079,1213169.4731431194,125047.93207666864,1821511.8247190083,154716.1192263149,1768443.5442271612
2017-07-05 11:50:00,108951.12943109057,6469820.073570084,420,0.0761904761904762,4224687.1095238095,0,29124.315219549728,1296849.6595374553,29887.59349295079,1213169.4731431194,125047.93207666864,1821511.8247190083
2017-07-05 11:51:00,39455.247563414,589353.4599681961,1090,0.0348623853211009,18343672.611009173,0,108951.12943109057,6469820.073570084,29124.315219549728,1296849.6595374553,29887.59349295079,1213169.4731431194
2017-07-05 11:52:00,47227.63399295719,1093635.0667138237,1267,0.0292028413575374,10156825.074980268,0,39455.247563414,589353.4599681961,108951.12943109057,6469820.073570084,29124.315219549728,1296849.6595374553
2017-07-05 11:53:00,50206.92992600572,1372654.9376929223,1784,0.0325112107623318,13995710.704035874,0,47227.63399295719,1093635.0667138237,39455.247563414,589353.4599681961,108951.12943109057,6469820.073570084
2017-07-05 11:54:00,157441.3904052222,7280612.691639432,254,0.1496062992125984,6595920.700787402,0,50206.92992600572,1372654.9376929223,47227.63399295719,1093635.0667138237,39455.247563414,589353.4599681961
2017-07-05 11:55:00,68255.2265147493,1154147.859167562,1304,0.0490797546012269,8709612.60582822,0,157441.3904052222,7280612.691639432,50206.92992600572,1372654.9376929223,47227.63399295719,1093635.0667138237
2017-07-05 11:56:00,70715.56341778132,2825145.915097452,725,0.0744827586206896,7876294.428965517,0,68255.2265147493,1154147.859167562,157441.3904052222,7280612.691639432,50206.92992600572,1372654.9376929223
2017-07-05 11:57:00,43178.42547888765,1170269.861952889,908,0.0330396475770925,16648273.91519824,0,70715.56341778132,2825145.915097452,68255.2265147493,1154147.859167562,157441.3904052222,7280612.691639432
2017-07-05 11:58:00,69384.07379405638,1971453.697550311,721,0.0901525658807212,13491769.61997226,0,43178.42547888765,1170269.861952889,70715.56341778132,2825145.915097452,68255.2265147493,1154147.859167562
2017-07-05 11:59:00,65667.44079288788,3537796.82082281,492,0.040650406504065,11424231.048780488,0,69384.07379405638,1971453.697550311,43178.42547888765,1170269.861952889,70715.56341778132,2825145.915097452
2017-07-05 12:00:00,41460.606670417445,1121825.0479891447,941,0.0626992561105207,14069232.217853349,0,65667.44079288788,3537796.82082281,69384.07379405638,1971453.697550311,43178.42547888765,1170269.861952889
2017-07-05 12:01:00,75572.74413367822,2174543.366847298,682,0.032258064516129,10571238.718475074,0,41460.606670417445,1121825.0479891447,65667.44079288788,3537796.82082281,69384.07379405638,1971453.697550311
2017-07-05 12:02:00,57341.19819964188,1725946.2697745103,1823,0.0394953373560065,13920563.663741086,0,75572.74413367822,2174543.366847298,41460.606670417445,1121825.0479891447,65667.44079288788,3537796.82082281
2017-07-05 12:03:00,41711.2762467276,543410.8760873808,1342,0.0275707898658718,12548104.483606558,0,57341.19819964188,1725946.2697745103,75572.74413367822,2174543.366847298,41460.606670417445,1121825.0479891447
2017-07-05 12:04:00,107160.65605253674,1431482.361988853,388,0.0721649484536082,5380731.582474227,0,41711.2762467276,543410.8760873808,57341.19819964188,1725946.2697745103,75572.74413367822,2174543.366847298
2017-07-05 12:05:00,79905.7102249451,2040542.096562212,551,0.0780399274047187,10076760.885662433,0,107160.65605253674,1431482.361988853,41711.2762467276,543410.8760873808,57341.19819964188,1725946.2697745103
2017-07-05 12:06:00,140199.38156730388,1660948.8580995256,277,0.0974729241877256,4970043.696750903,0,79905.7102249451,2040542.096562212,107160.65605253674,1431482.361988853,41711.2762467276,543410.8760873808
2017-07-05 12:07:00,75746.83410619802,5317290.14101782,291,0.0618556701030927,10732363.226804124,0,140199.38156730388,1660948.8580995256,79905.7102249451,2040542.096562212,107160.65605253674,1431482.361988853
2017-07-05 12:08:00,118645.81332497316,3197657.9091244848,173,0.0289017341040462,4135024.554913295,0,75746.83410619802,5317290.14101782,140199.38156730388,1660948.8580995256,79905.7102249451,2040542.096562212
2017-07-05 12:09:00,49246.16779508032,1052883.052158609,708,0.0169491525423728,15086255.165254235,0,118645.81332497316,3197657.9091244848,75746.83410619802,5317290.14101782,140199.38156730388,1660948.8580995256
2017-07-05 12:10:00,41249.14824853836,900316.7940539127,946,0.0253699788583509,11048279.09936575,0,49246.16779508032,1052883.052158609,118645.81332497316,3197657.9091244848,75746.83410619802,5317290.14101782
2017-07-05 12:11:00,47791.55906365893,1896999.9903256812,955,0.0408376963350785,10736880.156020943,0,41249.14824853836,900316.7940539127,49246.16779508032,1052883.052158609,118645.81332497316,3197657.9091244848
2017-07-05 12:12:00,123251.64854587172,1238570.8495302347,273,0.0732600732600732,6927315.534798535,0,47791.55906365893,1896999.9903256812,41249.14824853836,900316.7940539127,49246.16779508032,1052883.052158609
2017-07-05 12:13:00,127568.6251339928,3719399.7168164,177,0.1412429378531073,9946062.005649718,0,123251.64854587172,1238570.8495302347,47791.55906365893,1896999.9903256812,41249.14824853836,900316.7940539127
2017-07-05 12:14:00,66281.48569422071,2468521.769741885,974,0.0503080082135523,12919951.98973306,0,127568.6251339928,3719399.7168164,123251.64854587172,1238570.8495302347,47791.55906365893,1896999.9903256812
2017-07-05 12:15:00,64379.16492247353,1456283.26590633,171,0.0467836257309941,6151626.274853801,0,66281.48569422071,2468521.769741885,127568.6251339928,3719399.7168164,123251.64854587172,1238570.8495302347
2017-07-05 12:16:00,85477.85825942557,3776819.644461207,514,0.1070038910505836,10389520.418287938,0,64379.16492247353,1456283.26590633,66281.48569422071,2468521.769741885,127568.6251339928,3719399.7168164
2017-07-05 12:17:00,32299.293121889543,931742.742032104,751,0.0372836218375499,11100706.631158456,0,85477.85825942557,3776819.644461207,64379.16492247353,1456283.26590633,66281.48569422071,2468521.769741885
2017-07-05 12:18:00,90221.87892445843,19352609.175602093,101,0.0594059405940594,7685594.178217822,0,32299.293121889543,931742.742032104,85477.85825942557,3776819.644461207,64379.16492247353,1456283.26590633
2017-07-05 12:19:00,79697.9439632392,1701638.524402684,166,0.1265060240963855,4368109.030120482,0,90221.87892445843,19352609.175602093,32299.293121889543,931742.742032104,85477.85825942557,3776819.644461207
2017-07-05 12:20:00,47624.73652273048,1628499.4190552332,627,0.036682615629984,11297655.644338118,0,79697.9439632392,1701638.524402684,90221.87892445843,19352609.175602093,32299.293121889543,931742.742032104
2017-07-05 12:21:00,33010.534639792095,8348643.851829526,149,0.0067114093959731,4464916.604026846,0,47624.73652273048,1628499.4190552332,79697.9439632392,1701638.524402684,90221.87892445843,19352609.175602093
2017-07-05 12:22:00,59486.31476876161,2723922.078064892,304,0.0296052631578947,8543435.680921054,0,33010.534639792095,8348643.851829526,47624.73652273048,1628499.4190552332,79697.9439632392,1701638.524402684
2017-07-05 12:23:00,98141.09513293485,1277472.546224694,258,0.0852713178294573,16955268.903100774,0,59486.31476876161,2723922.078064892,33010.534639792095,8348643.851829526,47624.73652273048,1628499.4190552332
2017-07-05 12:24:00,56335.33600829417,1336234.7982086872,112,0.0625,5920530.017857143,0,98141.09513293485,1277472.546224694,59486.31476876161,2723922.078064892,33010.534639792095,8348643.851829526
2017-07-05 12:25:00,79916.81507315997,2125862.5712770927,425,0.08,7952935.148235294,0,56335.33600829417,1336234.7982086872,98141.09513293485,1277472.546224694,59486.31476876161,2723922.078064892
2017-07-05 12:26:00,29460.04023403476,661783.7069535035,96,0.1041666666666666,8762482.270833334,0,79916.81507315997,2125862.5712770927,56335.33600829417,1336234.7982086872,98141.09513293485,1277472.546224694
2017-07-05 12:27:00,56989.92472228773,1924596.5223524105,78,0.0512820512820512,7336019.525641026,0,29460.04023403476,661783.7069535035,79916.81507315997,2125862.5712770927,56335.33600829417,1336234.7982086872
2017-07-05 12:28:00,79196.6465413732,7379638.029584153,140,0.1,6116265.835714285,0,56989.92472228773,1924596.5223524105,29460.04023403476,661783.7069535035,79916.81507315997,2125862.5712770927
2017-07-05 12:29:00,52181.38757484468,1885461.222750753,484,0.0227272727272727,12297373.404958678,0,79196.6465413732,7379638.029584153,56989.92472228773,1924596.5223524105,29460.04023403476,661783.7069535035
2017-07-05 12:30:00,54756.098392718384,1209001.8932610415,839,0.0393325387365911,11188034.67103695,0,52181.38757484468,1885461.222750753,79196.6465413732,7379638.029584153,56989.92472228773,1924596.5223524105
2017-07-05 12:31:00,68994.1262222829,906434.1227841864,154,0.0324675324675324,5962717.824675324,0,54756.098392718384,1209001.8932610415,52181.38757484468,1885461.222750753,79196.6465413732,7379638.029584153
2017-07-05 12:32:00,64397.81548973542,723365.0387418559,79,0.1392405063291139,10100900.265822783,0,68994.1262222829,906434.1227841864,54756.098392718384,1209001.8932610415,52181.38757484468,1885461.222750753
2017-07-05 12:33:00,96280.63441028656,2186032.4840462627,169,0.1834319526627219,11847272.343195269,0,64397.81548973542,723365.0387418559,68994.1262222829,906434.1227841864,54756.098392718384,1209001.8932610415
2017-07-05 12:34:00,166970.44148793482,14791551.172759214,87,0.057471264367816,4393994.471264368,0,96280.63441028656,2186032.4840462627,64397.81548973542,723365.0387418559,68994.1262222829,906434.1227841864
2017-07-05 12:35:00,143133.44372124586,6482597.053313369,168,0.0357142857142857,5399654.351190476,0,166970.44148793482,14791551.172759214,96280.63441028656,2186032.4840462627,64397.81548973542,723365.0387418559
2017-07-05 12:36:00,49550.16889505157,3831734.097217441,456,0.0175438596491228,19726225.92105263,0,143133.44372124586,6482597.053313369,166970.44148793482,14791551.172759214,96280.63441028656,2186032.4840462627
2017-07-05 12:37:00,24503.49677064704,1440072.640283417,271,0.007380073800738,11642794.505535057,0,49550.16889505157,3831734.097217441,143133.44372124586,6482597.053313369,166970.44148793482,14791551.172759214
2017-07-05 12:38:00,37112.162603058605,2571929.4589222157,626,0.0303514376996805,14756848.787539937,0,24503.49677064704,1440072.640283417,49550.16889505157,3831734.097217441,143133.44372124586,6482597.053313369
2017-07-05 12:39:00,50969.22900141359,1586797.8963383108,481,0.0457380457380457,6959470.540540541,0,37112.162603058605,2571929.4589222157,24503.49677064704,1440072.640283417,49550.16889505157,3831734.097217441
2017-07-05 12:40:00,64906.06543332886,1634242.775529154,238,0.0504201680672268,20110723.852941178,0,50969.22900141359,1586797.8963383108,37112.162603058605,2571929.4589222157,24503.49677064704,1440072.640283417
2017-07-05 12:41:00,73810.08199330038,2217725.4436881104,398,0.0678391959798995,7679758.459798995,0,64906.06543332886,1634242.775529154,50969.22900141359,1586797.8963383108,37112.162603058605,2571929.4589222157
2017-07-05 12:42:00,22766.8272906686,891073.8771383122,291,0.0343642611683848,16433262.3024055,0,73810.08199330038,2217725.4436881104,64906.06543332886,1634242.775529154,50969.22900141359,1586797.8963383108
2017-07-05 12:43:00,58547.79068053443,8229238.610430527,187,0.0481283422459893,12413346.887700535,0,22766.8272906686,891073.8771383122,73810.08199330038,2217725.4436881104,64906.06543332886,1634242.775529154
2017-07-05 12:44:00,55355.14148192944,948101.1398804802,531,0.0225988700564971,10696505.175141243,0,58547.79068053443,8229238.610430527,22766.8272906686,891073.8771383122,73810.08199330038,2217725.4436881104
2017-07-05 12:45:00,68232.6393583083,4342700.461112306,65,0.0615384615384615,35667862.04615384,0,55355.14148192944,948101.1398804802,58547.79068053443,8229238.610430527,22766.8272906686,891073.8771383122
2017-07-05 12:46:00,43453.12062056977,743281.0774304982,454,0.0440528634361233,8815275.713656388,0,68232.6393583083,4342700.461112306,55355.14148192944,948101.1398804802,58547.79068053443,8229238.610430527
2017-07-05 12:47:00,68283.42084002808,2606090.266714968,669,0.0478325859491778,9326715.08071749,0,43453.12062056977,743281.0774304982,68232.6393583083,4342700.461112306,55355.14148192944,948101.1398804802
2017-07-05 12:48:00,61535.25990460935,7574449.862855727,116,0.0258620689655172,5847511.793103448,0,68283.42084002808,2606090.266714968,43453.12062056977,743281.0774304982,68232.6393583083,4342700.461112306
2017-07-05 12:49:00,109096.5362579712,7678464.55075539,132,0.0454545454545454,5121827.727272728,0,61535.25990460935,7574449.862855727,68283.42084002808,2606090.266714968,43453.12062056977,743281.0774304982
2017-07-05 12:50:00,66067.38080651367,2692088.506727863,427,0.0866510538641686,17938844.618266977,0,109096.5362579712,7678464.55075539,61535.25990460935,7574449.862855727,68283.42084002808,2606090.266714968
2017-07-05 12:51:00,87309.84832408138,1366768.565073142,91,0.0549450549450549,2314262.868131868,0,66067.38080651367,2692088.506727863,109096.5362579712,7678464.55075539,61535.25990460935,7574449.862855727
2017-07-05 12:52:00,177019.83129392233,10891243.171307512,143,0.1048951048951049,4883079.356643356,0,87309.84832408138,1366768.565073142,66067.38080651367,2692088.506727863,109096.5362579712,7678464.55075539
2017-07-05 12:53:00,229834.92311661772,4974083.151468596,37,0.2432432432432432,2182589.864864865,0,177019.83129392233,10891243.171307512,87309.84832408138,1366768.565073142,66067.38080651367,2692088.506727863
2017-07-05 12:54:00,97386.44121406692,6402129.3019740265,42,0.0476190476190476,6633765.785714285,0,229834.92311661772,4974083.151468596,177019.83129392233,10891243.171307512,87309.84832408138,1366768.565073142
2017-07-05 12:55:00,150162.73516096553,10898266.240333607,149,0.0671140939597315,11224048.127516778,0,97386.44121406692,6402129.3019740265,229834.92311661772,4974083.151468596,177019.83129392233,10891243.171307512
2017-07-05 12:56:00,94222.94355670312,6695765.841821158,225,0.0711111111111111,17865909.422222223,0,150162.73516096553,10898266.240333607,97386.44121406692,6402129.3019740265,229834.92311661772,4974083.151468596
2017-07-05 12:57:00,33884.65060632121,524480.8197425217,1069,0.0327408793264733,13307935.477081385,0,94222.94355670312,6695765.841821158,150162.73516096553,10898266.240333607,97386.44121406692,6402129.3019740265
